comments,date
Ilabas nio po laht ng evidence po para sa kapakanan ng sambayanang pilipino ikaw ang dinidiin nila dito kya ilabas mo laht alm nmin na.ikaw lng ay sumusunod sa utos nila .,11/25/2025
Ang takaw Pala ni Romualdez at Marcos pero Hindi kami naniniwala na Wala Kang natanggap.matalino ka...negosyante....Ang business minded na tao ay Hindi yan papayag na malugi Ang negosyo o walang tubo kahit na maliit man lang.may share ka pero Hindi kasing laki sa kanilang dalawa.,11/19/2025
more evidence pa sana. para wala na sila mairebutt pa.,11/19/2025
Tama na hinahabol kna nang mga huhuli Sayo.,11/19/2025
Waiting for the next! Maawa ka po sa mga kababayan mo! Ibunyag mo na po ang lahat parang awa mo na cong zaldy co,11/20/2025
Me naniniwala ako na n totoo cnsabi ni co amo Mia c romualdez at bbm,11/19/2025
Sasabihin na naman na naman ng mga loyalistanga ang uncut/walang edit na A.I ang long form video,11/19/2025
Lahat lahat na lalaman mo sabihin mo na lahat2x pati sa pag padala sa hugue kay dating pangulo duterte,11/19/2025
Salamat po sa pag sasabi ng katutuhanan salute,11/19/2025
Waiting na po kami sa ibang detalye. Lahatin mo na po para wala ng kawala.,11/19/2025
Salmat po Zaldy Co sa pag kanta ninyo.. Pra malaman ng taumbayan ang katutuhanan,11/19/2025
Ilabas Muna lahat sir. Isang ratyada nalang sana para Hindi na naguguluhan Ang taumbayan,11/19/2025
Isiwalat mo na lahat Cong .,11/19/2025
pinost na ng buo baka sabihin AI prin ahh,11/19/2025
Stress na stress kana sa kaiisip mo kahit billion billion ang pera mo. Hindi muna magagastos yan papatayin ka ng consensya mo ng unti unti..,11/19/2025
sana mag witness din kyu sa ginawa kay prrd,11/19/2025
"Ingat ka dude, and despite everything the Filipino people appreciate this. We deserve the truth.",11/19/2025
Congressman bigay mo nman sa akin Yung Isang maleta lalagyan ko Ng gamit pag Ng home service Ako...Balita ko Yung sapatos na gawa sa bakal ni lotus feet andun sa loob..........,11/19/2025
"if i wer you saldy co sabihin muna lahat lahat para magkaalaman na. lumalabas pa sa mga politiko na gawa gawa mo lang daw ang kwento. yung kakampi mo wala na, di ka na papanigan.",11/19/2025
Cong Zaldy ko ilabas muna lahat ng ebidensya n sinasabi mo... Kc ikaw ngaun ang lumalabas na mastermind sa 100B insertion. Asan ang mga totoong akusado.,11/23/2025
"Praying for your safety Rep. Zaldy Co may our Almighty God bless and protect you and send angels to keep you safe, may you continue to divulged THE TRUTH... Thank you LORD JESUS CHRIST for giving you courage to stand for what is right for the good of this nation..",11/23/2025
"Hero ng mga DDS ang corrupt na si Rep. Zaldy Co taga rito yan sa amin, talagang corrupt nag susumigaw ang kayamanan nya pati mga air assets nya. Pamilya nagtatamasa ng kasaganahan habang ang mamayang Pilipino lugmok sa kahirapan.",11/19/2025
Yan ang isa s mabuting ginawa mo ibunyag mo lahat ang tunay n katotohana para s hustisya ng sambayanang pilipino na ninakawan ng kaban.,11/19/2025
Ai daw ni anan bbm ug ante kler oi !,11/19/2025
Sir gcash mo na yan lahat sa pilipino,11/19/2025
May script multo neretoke lahat,11/19/2025
Part 4 nasaan na,11/22/2025
"I salute you cong,dahil ngsalita ka na",11/19/2025
sana yung ginawa nyong set up kay vp idetalye mo din,11/19/2025
Waiting po kami sa next video. Sana po mailabas nyo na. Thank you,11/25/2025
Cong Zaldy ilabas nyo na mga ebedensya at pinapa arrest kana ni Bebeem,11/22/2025
Bakit kinundinti mo ang mga taong Ganon pla dapat harapin mo boss ang akusasyon sau kung Maray kung tawo,11/19/2025
ibalik mo yun naging parte mo sa nakawan para maabswelto ka sa galit ng tao kung hindi nmn ikaw ang most guilty!,11/19/2025
Boss wala bang bgong update,11/24/2025
Grabe ang pinangayayat mo!,11/19/2025
kung ako sayo ganyan na din naman sitwasyon mo sa mga kaalyado mo sabihin mo na lahat nang nalalaman mo atlis kahit papaano makatulong kapa.,11/19/2025
"Hilom zaldy Uy, mura pud kag anga anga! Ulig pilipinas ayg tago tago. Pag skip skip ragud sa balag ipa patay kang bbm",11/19/2025
Truth Will set you free,11/19/2025
kahit galit ako sa iyo pero humanga ako sa ginawa mo ngayon. Harapin mo ano man ang parusa sa mga ginawa mo kasama yong mga taong binanggit mo pero akoy naniniwala na papatawarin ka ng panginoon at yon ang pina ka importante .,11/19/2025
"Lumabas ka na sa lungga mo, wag kang duwag..wag mong idahilan na may papatay sau. Dahil malabong gawin yan ni PBBM dahil sigurdo matic sya pagbibintngan ng mga dds kapag napatay ka. Just like noynoy aquino si marcos sr. Ang napgbintangan. Ang papatay sau kapag lumantad ka ei malamang ung director, producer ng movie na ito dahil baka bumaliktad ka at iba na maging statemnt mo kapag napiga ka na sa blue ribbon comitee.",11/19/2025
"Bob Marley once said: ""You will never find justice in a world where criminals make the rules.""",11/19/2025
"Innocent or not, the head of the State should be accountable for the corruption that happened. Sabihin na nating wala talagang natatanggap si BBM, the fact that this happened under his Administration, he should be the one who should provide a resolution. Tama na yang takipan. Alam na alam na natin nangyayari.",11/25/2025
Paldo sa monetization,11/19/2025
"May pa part 1-3 kapang nalalaman, pwede mo naman pala iupload ng buo full video.",11/19/2025
Shoutout po sa content nyo!,11/19/2025
Hindi komo nagsiwalat ka eh ligtas ka ng hayup ka,11/19/2025
Sisihin nyo po si manang kler. A.i daw po kayo,11/19/2025
do it live,11/19/2025
Thanke god po sa inyu sir at ginawa nyo po ang tama,11/19/2025
good job po ilabas napo lahat sir.,11/19/2025
Ibalik mo pera ng taong bayan pra lalo gumaan ang loob mo,11/19/2025
dameng kinurakot neto pero ok lng samn mga dds hero na namin sha di na kame galit sa kanya. sha ang tunay na bayani basta kalabanin nya lang si bbm kahit demonyo sha suportado namen sha ahahahah,11/19/2025
please include the list of congressmen and senators.,11/19/2025
Weh bago pa si bbm naging presidente may issue kna sa corruption wag magmalinis,11/19/2025
Hindi dapat yang Dyan kalangagsalita sa FB pageo.,11/19/2025
Ante kler ito na po buo na po yan,11/19/2025
Bka pwd muna ikanta lahat todo muna wag kna magtira kakasuhan kna,11/20/2025
Itama mo ang mga pagkakamali mo... bumawi ka sa bayan.. i kanta mo na lahat...,11/19/2025
Sir baka may nalalman ka sa pagkidnap Kay Tatay digong maawa nman kayo gusto namin siya makbalik Dito sa pinas,11/19/2025
Maraming salamat lahat na ilabas mo Rep. Zaldy Co pero wag ka uuwi ng Philippines sigurado magiging zaldy co international airport saludo kami sayo,11/20/2025
"Ilabas mo yung listahan ng lahat ng tumanggap ng suhol, kongresista, senator, cabinet member, etc. Kung may video, voice recording at photos, ilabas mo na lahat",11/22/2025
Brown leather bag naiwan at kinuha nang PSG MAY 2022 june 2022 umupo si PBBM sa pagka pangulo. mukang nagkamali nang petsa ang gumawa nang script mo.,11/19/2025
Balik ka pinas,11/19/2025
Saludo sau idol tama yang ginawa mo..,11/19/2025
..Uli Dre Kol mura man sad ka c roque,11/19/2025
sasabihin nman ni sotto at ante Claire ai,11/19/2025
"Boss wala pa bang bagong update...? Sinungaling ka daw sabi ni ping, baka may resibo ka dyan kung sino talaga ang nag deliver ng pera kay bbm.",11/23/2025
"tama yan cong., stay safe para masiwalat lahat ng kasakiman ni BBM at Romualdez",11/19/2025
mag live ka next cong sa part 4,11/19/2025
Sa Kung may alam Po kayo sa mga panunuhal sa ating mga general ilabas nyo na din,11/19/2025
Hoy umowi ka rito kung saan kaman nag tatago harapin mo ang binibintang sayo...,11/19/2025
KAYA DAPAT CONG Rep. Zaldy Co ISIWALAT NIYO NA PO LAHAT NG EBIDENSIYA N MERON PO KAYO KASI SI OMBUDSMAN KINASUHAN NA PO KAYO NO BAIL PA SAMANTALANG YONG MGA IKINANTA NIYO MALAYANG MALAYA PA AT IBA PANG MGA ASO NI BBM AT ROMUALDEZ SIGURADO PO MAY MGA NAGHAHANAP NA SA INYO NGAYONBPARA PABALIKIN SA PILIPINAS,11/19/2025
Damihan mo ng resibo!!!,11/19/2025
Elapit Po sa dios Ang genagawa nela..ingat kau sir,11/19/2025
Hello sir maglabas ka ulit Nang ebedinsya na mag Didiin sa kanya,11/20/2025
Ehh sinabi mo sana kumuha ka ng kaunti. sabi mo. Wala ka nakuha kahit isang kusing..,11/19/2025
Salamat po sa pagsiwalat sa katotohanan sir we salute you may puso ka Mabuhay ka sir Zaldy Co,11/19/2025
Pati sana yong about kay FPRD,11/19/2025
"Ikanta niyo na po lahat ng nalalaman niyo ,wag niyo na po patagalin",11/19/2025
Sabe ni ante claire binayaran daw ng duterte,11/19/2025
Agay,11/19/2025
Kahit paano... Nabawasan Ng konting tinik sa lalamunan ang taong bayan. Total ginawa mo na iyan Rep. Zaldy Co. Ituloy tuloy mo na iyan. Maraming Filipino ang nakasubaybay Sayo maging Ang ibang lahi. Wag mo kami Biguin,11/19/2025
"Dipa huli Ang LAHAT sir ,ibunyag nyo na LAHAT mga sindikato Ng governo",11/19/2025
umuwi kakase bat tago ka ng tago wahahaha,11/19/2025
wag kana umuwi co.ikanta muna lahat pati pag kidnap kay prrd,11/19/2025
May tatlong magkaibigan. … See more,11/19/2025
"Sabhin mo na po lahat lahat, kong sino mastermind kahit alam n ng lhat ! Iba pa din yong sa bibig mo n po nanggaling parA matapos n ang lahat.!",11/19/2025
Tama yang ginawa niyo po godbless and fight2x keep safe po sir....,11/19/2025
Verygood ka Jan zaldy co double ingat kalang at mga demonyo mga kalaban mo ngayun,11/19/2025
dapat sunugin kayong lahat,11/19/2025
"Kahit anong gawin nyong paninira sa Pamilya Marcos, sila pa rin ang susuportahan namin.",11/19/2025
May tatlong magkaibigan.,11/19/2025
"Wag ka po muna umuwi take care, mabait naman si vp sarah pag naging president sya maintindihan ka nya at kaming mga taong bayan para sa katutuhanan yun lang ang gusto namin mga pilipino ang katutuhanan, panindigan nyo lang po mga sinasabi nyo, kay salute po kami sayo at nagsalita kana. Alam naman namin na di ka kikilos kung walang nag uutos sayo na mas mataas",11/19/2025
Pabalik balik parang sirang plaka,11/19/2025
Ilabas nyo n po lht pra d n po nila kau patahimikin ng tuluyan. Bka mg hire n cla ng killer pra d lumabas ang totoo.,11/19/2025
Mas credible kung live or sa senate hearing,11/25/2025
Tama Yan. Gabayan ka sana Ng panginoon kung nasaan kaman Ngayon. Siguro Hina hunting kana ngayon,11/20/2025
Wag kang uuwi muna Baka mapalitan agad name Ng Airport.,11/19/2025
"It will not stand in Court, the mere picture of luggages",11/19/2025
Friends become your enemy when you flip over the table...,11/19/2025
Kahit cno malagay sa katayuan ni saldy co Ganon Ang last option.dahil ggawin cya Ng sakripisyal pra hnggat maarinmaitago lahat .KC Kong Hindi nya nsabi walang pnghhawakan Ang higit na maraming pilipino ngmmahal sa inang bayan.binoto cla pra mgtrbho pra sa mga pilipino pero cla rin Ang umaapi sa mhihirap dahil naapiktuhan Ng mga pagbaha.,11/19/2025
Umuwe ka pare pareho lang nman kayo Cong uwe ka wag maging duwag Sabi nga nila Nung ninanakaw mo ang Pera ng bayan maligaya ka Masaya at mayabang Ngayon mandamay ka?,11/19/2025
"Pumunta ka ng embassy and give an affidavit under oath. Or better yet, come back here sa Pilipinas and make a statement under oath. Lumapit ka sa matitinong public servamt like Atty Chel Diokno kung totoong may malasakit ka pang natitira pagkatapos mo mangulimbat.",11/19/2025
Cong Zaldy ibulgar din sino nagbabayad sa pagpapakidnap kay FPRRD maraming nag aabang,11/19/2025
protektahan nyo sya,11/19/2025
Fight lng po Cong zaldy,11/25/2025
Ilabas mo na lahat bago ka nila mapatay.,11/19/2025
pangalanan mo mga congressman boss,11/20/2025
Ibalik mo ninakaw mo wala paliwanagan ng ninakaw muba nag paliwanag ka,11/19/2025
Do it live with credible evidences under oath to make your testimonies believevable.,11/25/2025
Mhie Cabatbat mars meron. A,11/19/2025
Sana ikanta mo na lahat ng matapos na paghihirap ng mga pilipino….,11/19/2025
"#pilipinas| Nagbitiw sa puwesto sina Executive Secretary Lucas Bersamin at DBM Sec. Amenah Pangandaman. Ayon sa Malacañang, tinanggap ng pangulo ang resignation ng dalawang opisyal. Ang dahilan daw ng pagbibitiw ay dahil sa delizadeza.",11/19/2025
"Wag kang bumalik, pero wag Ka ring manahimik !",11/19/2025
grabe ang laki ng s.o.p. pandagdag na rin sana sa gagawing projects..,11/19/2025
Ilabas mo na LAHAT para Malaman na Ng taong bayan,11/20/2025
wala na pong karugtong ?,11/21/2025
".sec mina pangandaman is the key,.. nag resign na eih..buhat lumabas Yung video na to,..siya nalang susi...hehe",11/19/2025
Cong kinasuhan ka na ilabas mo na ang lahat bago ka nila mapauwi..,11/19/2025
"If everything you said is true, May God Bless You!",11/19/2025
e labas lahat ng nalalaman mo.,11/19/2025
"Tama rin po ang Sinasabi ni Sen. Marcoleta na hindi AI ang video po ni Zaldy Co,dahil merong pong anino na makikita sa video po nya,ang AI wala pong anino..!",11/19/2025
"Anong safe ang sinasabi ng iba dito, paano cya magiging safe sa loob ng kulungan kung mismong tauhan ng DILG, PNP at Ombudsman pabor sa kalaban niya? Saan nila nilalagay utak nila sa talampakan ata...mautak din c Zaldy Co hindi katulad ninyo utak pera.",11/25/2025
Waiting po sa next video at update,11/24/2025
Godbless po,11/19/2025
Kawawa klang khit tutuo cnasabi m.kaw p ngaun nabaliktad nagiging cnungaling.mabigat binabangga mo.,11/19/2025
Ilabas nio na po ang mga ibidinsya,11/19/2025
Salamat boss.. Alam kung mabigat yan pero mas pinili mong itama ang pagkakamali mo mabuti po yan. Pagpalain ka nawa ng Dios.,11/19/2025
Ilabas mo na nagsalita na c imee,11/20/2025
Cong wala pa bagu ung tlagang pang diin,11/20/2025
Be strong Rep. Naghihintay ang buong Pilipinas...,11/19/2025
Sir Zaldy Co elaglag mo lahat ang nanalaman Kay BBM Marcos at Marten pra makulong cla dalawa o bumaba sa Malacañang c BBM at umalis na saka naka uuwe deto sa Pinas mas sefty ka pagwala na cla dalawa sa pwesto,11/19/2025
mag live video ka kaya sir para matahimik na c Anteh kler baka sabihin nyang AI lang ito... pls maawa kayo sa bayan.. at pls. paki bunyag na din sino ang utak sa pag dala kay Tatay Digong sa the hague.,11/19/2025
Pray pa Rin namin kayo pero dapat harapin Po ninyo kung Ani Ang dapat gawin. God bless Po sa inyo palagi,11/19/2025
Naisaha ka sa mga boss mo..just pray to God ask forgiveness ang protection.,11/19/2025
Ibulgar mo rin sino mga general na binayaran niyo,11/19/2025
Next na cong,11/20/2025
Siraulo,11/19/2025
1.1m views in just 2 hours.. naks,11/19/2025
"𝐋𝐚𝐠𝐢 𝐩𝐨 𝐤𝐚𝐲𝐨𝐧𝐠 𝐦𝐚𝐠 𝐢𝐧𝐠𝐚𝐭 , 𝐦𝐚𝐠𝐝𝐚𝐬𝐚𝐥 𝐩𝐨 𝐤𝐚𝐲𝐨 𝐚𝐭 𝐡𝐮𝐦𝐢𝐧𝐠𝐢 𝐧𝐠 𝐩𝐚𝐭𝐚𝐰𝐚𝐝 𝐬𝐚 𝐏𝐀𝐍𝐆𝐈𝐍𝐎𝐎𝐍 𝐚𝐭 𝐡𝐮𝐦𝐢𝐧𝐠𝐢 𝐧𝐠 𝐩𝐫𝐨𝐭𝐞𝐜𝐭𝐢𝐨𝐧 𝐬𝐚 𝐏𝐀𝐍𝐆𝐈𝐍𝐎𝐎𝐍 𝐢𝐢𝐧𝐠𝐚𝐭𝐚𝐧 𝐤𝐚 𝐧𝐢𝐲𝐚 𝐝𝐚𝐡𝐢𝐥 𝐤𝐚𝐢𝐥𝐚𝐧𝐠𝐚𝐧 𝐤𝐚 𝐧𝐠 𝐦𝐠𝐚 𝐏𝐢𝐥𝐢𝐩𝐢𝐧𝐨 𝐩𝐚𝐫𝐚 𝐦𝐚𝐢𝐬𝐢𝐰𝐚𝐥𝐚𝐭 𝐥𝐚𝐡𝐚𝐭",11/19/2025
"Sir mag excute ka ng Dying Declaration..para kung sakali man they will do the worst, valid and will stand in court pa rin ang testimony mu with all the evidence.",11/19/2025
"Katulad ng mga palabas, pag di ka tumahimik, pamilya mo tutumbokin nila. Pag nahuli ka nila, ganun din pala, pamilya mo at ikaw ay tutudasin pareha. Wag antayin mangyari sayo yong mga palabas.",11/24/2025
Mag live ka po at walang script na binabasa tapos ung mga pic hindi crop makikita ungbtime and date hindi edited maliban sa nag iba na mukha mo in real life ang boses mo pati ipin mo pati kilay lahat nag iiba na sayo para sa katotohanan po para walang makakaligtas at hindi maabswelto ang totoong may sala,11/19/2025
KEEP SAFE PO.,11/23/2025
Wg k mgbasa dpat gling s puso mo snsbi mo,11/19/2025
Post mo na kasi lahat pati video at voice recorded,11/19/2025
Asan ka na po?,11/25/2025
Doble ingat kayo sir Zaldy at wag na wag muna kayo uuwi dahil delikado na buhay mo.,11/20/2025
Nakumbinsi na sya ng anak nya,11/19/2025
Yellow ano na,11/19/2025
Isama mo rin magkano binayad sa mga General sa pagdakip Kay PRRD.,11/19/2025
"Pati po ang pagpapadala kay tatay digon sa the Hague at ang binayad nila sa impeachment ni vp sarah, para po malinis na po lahat at magprotectahan po kayo ng taong bayan naniniwala po kami para sa katutuhanan",11/19/2025
"Sana ay imbitahan sina Amenah Pangandaman, Adrian Bersamin at Jojo Cadiz sa Senado para kanilang mapatunayan o mapasinungalingan ang alegasyon ng buwayang si Zaldy Co.",11/23/2025
Maurag kaman palan mina kanta para sa ayam. uli na doy bako naman dagit si amo mo,11/19/2025
wala pa next update?,11/22/2025
PLSSSS PART 4.. UNBOXING NG MGA MALETA..,11/19/2025
The last man standing,11/20/2025
Gagagan pakiramdam mo kasi magsasabi ka ng katotohanan,11/19/2025
Salamat sa pagsabi ng katotohanan,11/19/2025
Si junior pala talaga ang utak ng insertion kung naniniwala lang tayo kay duterte noon hindi sana to mangyare,11/20/2025
Fake video,11/19/2025
Taragis sa dami mong pera nagpautos ka sa mga buaya,11/19/2025
"Ilabas mo lahat pati mga video pagdeliver ng Pera Lugar at Bahay nila, pati mga tawag nila Sayo voice recorder... Lahat lahat ng alam mo na ebedinsya habang dika pa nila nahuhuli... Naglabas ka rin namin lubusin mna sayang Ang Oras...",11/19/2025
Naniwala ako saiyu boss.. sa wakas 90% malinaw narin kong sino ang ulo,11/19/2025
Sabihin mo ang totoo para naman sa kapakanan ng mamamayan.,11/19/2025
Sir ikaw ang kawawa nilaglag kana nila binato nila lahat sayo ikaw makulong sila hindi kc hawak nila lahat binabaluktot nila ang batas,11/20/2025
Pakibulgar po lahat ng sindikatong kasabwat sa gobyerno..... pangalanan nyo lahat pati mga heneral na protektor,11/19/2025
Cong dipo ba kayo naawa sa mga pamilya mga anak mo Cong .. at sa mga nabaha niyong bagyong uwan ..,11/20/2025
Remulla brothers?,11/20/2025
Waiting for part 4,11/19/2025
Para mapatunayan mo LAHAT sinasabi mo Iparinig mo din sa MASA ung usapan nyo Sa CP nila Romualdez siguradong may record nmn un para Wala na reklamo,11/19/2025
sana po wag kang bumaliktad pag dating ng panahun na magka harap ang lahat .. sana manindigan ka nman para sa mga taong ninakawan ng walang kamalay malay at tinanggalan ng karapatang malaman ang totoo..,11/19/2025
"Labas muna ebendinsya po co parang awa muna sa mga filipino maraming umasa sa pagsasabi mo ng totoo,ikaw nlng pag-asa ng filipino dahil ikaw lng ang nakaka alam salahat ng ginawa ngayon ng goberno",11/19/2025
Lodi,11/25/2025
Lets say totoong may mga laman yang mga maletang sinasabi nya sa pictures..and lets say tama yung mga dates sa pictures..,11/19/2025
Magpalit ka nmn ng dmit mo,11/19/2025
Sir gumawa ka ng copy at secure mo lahat ng original soft at hard copy kay VP sara....,11/21/2025
Salamat Lumantad narin malaking tulong to sa nga kababayan mo,11/19/2025
Need to include:… See more,11/19/2025
ingat po kyo lagi tama yan ginawa nyo kanya nyo na lahat Sana makulong pinaka Hari ng nakawan,11/19/2025
Sabihin nila Auntie Kler AI.at mga duterte lang makinabang daw sa paglalahad ni ZC,11/19/2025
Ang Ganda Ang galing Ng tandim nyo at Ikaw Ngayon Gawin nilang,11/19/2025
impossible kung wala kayong mga videos,11/20/2025
Need to include:,11/19/2025
dapat umuwi na po kayo para patunayan yang sinsabi nyo at para matapos na ang kaguluhan sa pinas,11/19/2025
Naway kunin kau ni Enrile… pareho kau mga corrupt!,11/19/2025
co di daw kayo close ni bbm sabi ni ante claire,11/19/2025
detalyado,11/19/2025
Sir hero ka namen Basta mg Sabi kalang Ng totoo..engat ka Jan sir pray kalang Ng panginoo,11/19/2025
Ingat po wag kang omowi baka papataying ka,11/25/2025
Sana lumabas kana magpakita ka sa knila at ipakita mo at sasabihin mo lahat ng katotohanan..,11/23/2025
Ai po Yan hahhahah,11/19/2025
Wagka omowe dahil sigurado may banta na buhay mo para mapagtakpan Ang kasalanang kagagawan ninyo,11/19/2025
"Mas ok ung ganito na raw unedited kesa ung may pahighlights highlights pa na eme may pasabog whoooshh whooosshhh effects. Mas mukhang sincere Ang ganito. Btw hinihintay ko insert ulit ung picture ng maleta, sabi eh naedit daw ung dates na unang pinakita",11/19/2025
i tot may part 4 pa teleserye yorn,11/19/2025
"Sir mag labas kana Ng bagong video, at my ebidensya",11/19/2025
Kumusta naman ang kilay mo zaldy,11/19/2025
You are guilty but I hope you are alive until the day na mapatunayan ang most guilty.,11/20/2025
SINA SABING EIBOR IE KA DAW YUN PALUSOT NILA DAPAT MAG LIVE KA,11/19/2025
Bat naman sobrang payat mo jan mali ang nagamit na katawan ng AI,11/19/2025
Ibunyag mo na ang lahat andyan ka na eh if sa iyo pang manggagaling atleast 1st. Hand info,11/24/2025
Sabihin nyo po lahat pagkidnap kay fprrd at pag pa bayad s mga congresista para s impeachment complain ni vp sabihin nyo npo lahat.. bago kapa nila mahanap,11/19/2025
"Nasimulan mo din naman, isiwalat na lahat kung anong nalalaman mo sa ginastos sa pagdukot KY fprrd, ang issue sa impeachment signing ni Sara. People may at your side congressman",11/19/2025
gamitin mo lahat ng nalalaman mo sa corruption..... ilabas muna lahat bago mahuli ang halat .... ibigay mo sa pwed pagkatiwalaan ang lahat ng ebedensya.. tapus magpaka layo2x kana . magpa retoke ka para di kana mahuli ..,11/24/2025
Sir hindi sila satisfied..make it live po....,11/20/2025
kailangan na natin talaga ang avatar!!,11/19/2025
"Salamat sa pagbulgar mo, Cong. Zaldy. May the Lord Almighty protect you",11/19/2025
NAUNSA NAMAN TA ANIIIII,11/19/2025
56B pautang Naman Po,11/19/2025
Anteh kler Ang babaeng walang pahinga pasok,11/19/2025
Mag live ka ! Sasabihin na nmn ng mga alagad ni BBM na AI Yan,11/19/2025
Next and matinding evidensya yun wla silabg maikatwiran..,11/19/2025
"Mas mawala Ang Galit nang mga taong bayan sayo zaldy co, pag masabi ka nang too ug ipakita lahat nang ebidensya,,na Hindi mahibalaan ni ante kler",11/19/2025
"I believe him. In my opinion, no one in their right mind could pull off something this massive without powerful people backing like, Marcos and Romualdez. Sila may means and authority to do this massive scam, and can easily find excuses if things like these happen. For them, he was the easiest scapegoat.",11/20/2025
Zal D. Punk,11/19/2025
Wala parin new video Po Meron napo ultimatum sa inyo Hanggang lunes Po kaya dapat inupload nyo na lahat Po,11/23/2025
Kung totoo yan sinasabi mo umuwi ka,11/19/2025
Mr Zaldy Co.. kung totoo ang sinasabi mo dapat Hindi mo ito binabasa..,11/19/2025
Kulong ka pa din!!!,11/19/2025
Walang binggit na malemaletang pera ang dinala nya kung di brown leather bag lng..,11/19/2025
Oo nga live napo kasi binabaliktad pa dami pa nila lusot,11/19/2025
Rep Rep. Zaldy Co 100% maniniwala ako kung sinabi mong nakinabang ka rin. Yung mga unang kumante umamin sila na nakinabang sila pero ikaw hindi? Parang imposible un sayo. Alangan bagman ka lang. Yung ibang nasabi mo maaring totoo kasi tugma sa sinabi ng iba,11/21/2025
Ilan kya kinita ki meta? Hinati hati tlga video para pagkakitaan. Pero ang good side isiniwalat ang baho ng mga sangkot. Wag sunod sunod pag post ng video baka matunton ka agad,11/19/2025
Mas dali kang patahimikin kung uuwi ka..lalong madidiin ka.kasi cla ang batas..remember noong pres c apo lakay sa panahon nya.taypa c ninoy.. maraming pag bintangan kasi galit daw taong bayan.,11/19/2025
Fake ka,11/19/2025
Bakit may binabasa,11/19/2025
Wag ka uuwi naku magiging airport ka,11/21/2025
"Good evening po, pwede po bang humingi ng tulong for medical assistance/hospital bill po? maraming salamat po.",11/19/2025
Labanan mo Yan Cong para SA bansa Natin KO bulgar mo LAHAT parang awa mo SA bayan Ng pilipinas Cong ilabas mo xong,11/19/2025
"Sinasabi nila AI, Ang galing mag tagalog",11/19/2025
"Tama yan magpaka totoo kalang lahat naman ng tao nagkakamali atlis itinatama mo, dyos nga nagpapatawag tao pa kaya.",11/19/2025
Ilabas mo na din katotohanan ng pag pa kidnap nio kay PRRD,11/19/2025
mag live po kayo sir!para di masabi ni ante kler na AI.,11/19/2025
"ilaglag mo na lahat hanggat maaari. Kapag hindi mo nagawa yan, ikaw lng at ang pamilya mo ang masusunog sa ginawa ninyong apoy.",11/19/2025
Tama yan kumanta kana para makakuha ka nang Aguinaldo,11/20/2025
Naniniwala ako si ate kler ang AI na sinungaling.,11/19/2025
"todo mo na cong habang may boses ka pa, mahirap yan pinatatagal mo nakakabuo lang sila ng script",11/22/2025
Isauli mo lahat ng ninakaw mo para maniwala ang tao sayo.,11/19/2025
Wag Kang magbasa sa script po para maniwala ako sau,11/19/2025
HINDI TO A. I.,11/19/2025
Pakilabas na po ng susunod na episode nito. Lahat ng hawak mo ilabas mo na. Ng matuldukan na ang problema ng pinas ngayon. Rep. Zaldy Co,11/20/2025
"Cong. Sir Zaldy co. Ilabas muna lahat may Warrant kana. Dalawa lang yan Pilipinas o Marcos,Remualdes. Nolaglag kana nila. Pilipino tayo alam ko ang Tama At Mali. Tanggapin mo yong pagkakamali mo. Para sa mga Pilipino. Lahi na natin yon naka alalay dito Pilipino.",11/22/2025
"Rep. Zaldy Co wag muna po himay himayin, deritsohin nyo na, ilabas nyo na lahat bago pa mahuli ang lahat, at taong bayan na sa pinas ang bahala pag pilit parin nilang pinag takpan ang KAGAGUHAN NA GINAGAWA NILA",11/20/2025
"IMAGINE — Ipagpapalagay natin na ang ₱100 bilyon ay lahat nasa pinakamalalaking perang papel (₱1,000), ang kabuuang bigat ng perang papel ay aabot sa 100 metriko tonelada. Dahil ang isang karaniwang armored cash-in-transit truck ay kayang magdala ng humigit-kumulang 5 metriko toneladang karga, nangangahulugan na kakailanganin mo ng 20 armored trucks para dalhin ang lahat ng perang ito.",11/19/2025
Magsama na kayong tatlo sa selda ang kapal Ng mga Mukha nyo,11/19/2025
Laban para sa bayan,11/19/2025
#part4video,11/23/2025
"God bless you, Cong! Sana bumawi ka sa sambayanang Pilipino... Sana ingatan ka ng Panginoon.",11/19/2025
Go pabagsakin si bbm,11/19/2025
Walang AI na kayang maggenerate ng 9 minutes video straight.,11/19/2025
Unang una palang alam mo ng mali kaya hindi mo inisip na mapapahamak ang pamilya mo at wala kannag dignidad na sinasabi mo kasi choice mong gawin ang mali.. money ra ang katapat sa inyo ng pamilya mo kahit pa sinasabi mo na ngayon...,11/19/2025
Ito ang gusto ng taong bayan bossing at ng Diyos Yung Magsisisi Ka At Tulungan Mo Ang Sambayanan Mula Sa Katakot2 na Corruption!! Please lang sana ipagpatuloy mo yan with the evidence para makulong kaman atleast mabawasan ang kasalanan mo at yung mga taong sangkot dto especially yung mastermind dto ay dapat bitayin o ikulong at pabayarin mga walang kaluluwa at puso lang ang gagawa neto sa bansa mga walang takot sa Diyos !!!,11/23/2025
"Rep. Zaldy co alam mo naman tinatarget ka nila, kung may tinatago ka pang alas ilantad mo na para sa taumbayan, para sa pilipinas, at para sa pamilya mo, binababoy na nila ang pilipinas, para sa ganun mabawasan na ang kunsensya mo. para sa bansang pilipinas.",11/19/2025
